name,description,brand,size_by_ml,six,type,old_price,price
rochas man,"rochas man for men - eau de toilette, 100 ml",na,100,men,toilette,159.00,159.00
alraheeb lamsat alehsas,"alraheeb lamsat alehsas for ,unisex , 100 ml , eau de parfum",na,100,unisex,parfum,95.00 SAR,34.99
valentino perfume,"valentino perfume for men , eau de toilette , 100ml",na,100,men,toilette,244.91,244.91
pour femme,"pour femme by etienne aigner for women - eau de parfum, 100ml",etienne aigner ,100,women,parfum,132.10,132.10
junaid perfumes hajar aud,junaid perfumes hajar aud for unisex 100ml - eau de toilette,na,100,unisex,toilette,225.00,225.00
roses & chocolate,"roses & chocolate by mancera for unisex - eau de parfum, 120 ml",mancera ,120,unisex,parfum,241.85,241.85
fabulous,"fabulous by tom ford for men - eau de parfum, 50 ml",tom ford ,50,men,parfum,"1,081.17","1,081.17"
love me,"love me by victoria's secret for women - eau de parfum, 100ml",victoria's secret ,100,women,parfum,193.78,193.78
blanc,"blanc by s.t. dupont for women - eau de parfum, 100ml",s.t. dupont ,100,women,parfum,106.77,106.77
jacomo jacomo,jacomo jacomo for her for women 100ml - eau de parfum,na,100,women,parfum,70.87,70.87
uomo trussardi 2011,"uomo trussardi 2011 by trussardi ,50 ml eau de toilette","trussardi ,50 ml eau de toilette",50,na,toilette,378.00 SAR,97.47
"beverly hills avenue attitude m, edp","beverly hills avenue attitude m, edp for men , 100ml",na,100,men,na,324.00 SAR,141.98
twin,"twin by azzaro for women - eau de toilette, 80ml",azzaro ,80,women,toilette,114.48,114.48
presence d'une femme,"presence d'une femme by mont blanc for women -eau de toilette, 75ml",mont blanc ,75,women,toilette,122.09,122.09
only imagine,only imagine for her eau de parfum 50ml,na,50,na,parfum,70.00,70.00
versense,"versense by versace for women - eau de toilette, 50ml",versace ,50,women,toilette,147.98,147.98
arabian oud blues,"arabian oud blues for men -100ml, oud-",na,100,men,na,273.00 SAR,248.98
gianfranco ferre in the mood,gianfranco ferre in the mood for love for women 100 ml,na,100,women,na,122.48,122.48
indian dream,indian dream by mancera 120ml eau de parfum,mancera 120ml eau de parfum,120,na,parfum,250.72,250.72
world,"world by kenzo for women - eau de parfum , 75ml",kenzo ,75,women,parfum,174.34,174.34
chloe,"chloe by chloe eau de parfum for women ,50 ml",chloe eau de parfum ,50,women,parfum,189.98,189.98
ginger for women,"ginger for women by marquis, eau de toilette, 100 ml","marquis, eau de toilette, 100 ml",100,women,toilette,49.97,49.97
solo perfume,"solo perfume by alone for men , 100 ml , eau de parfum",alone ,100,men,parfum,273.00 SAR,55.48
by versace,"by versace for women - eau de parfum, 50ml",versace ,50,women,parfum,150.99,150.99
salvatore ferragamo f black,"salvatore ferragamo f black for men -eau de toilette, 100 ml-",na,100,men,toilette,192.15 SAR,122.20
al majid perfumes wahj  50ml,al majid perfumes wahj  50ml,na,50,na,na,220.00,220.00
white absolu perfume,"white absolu perfume by arabian oud, unisex, 100ml, 0301020430","arabian oud, unisex, 100ml, 0301020430",100,unisex,na,220.00 SAR,175.00
xs,"xs by paco rabanne for men - eau de toilette, 100 ml",paco rabanne ,100,men,toilette,157.49,157.49
boucheron quatre,boucheron quatre for men 100ml - eau de toilette,na,100,men,toilette,378.00 SAR,103.88
euphoria amber gold,"euphoria amber gold by calvin klein for men - eau de parfum, 100ml",calvin klein ,100,men,parfum,151.30,151.30
"alexandre j. the collector, iris violet eau de parfum 100ml","alexandre j. the collector, iris violet eau de parfum 100ml for woman",na,100,na,parfum,539.00 SAR,245.98
modhesha,"modhesha for women - eau de parfum, 100ml",na,100,women,parfum,120.00 SAR,42.99
green tea bamboo,"green tea bamboo by elizabeth arden for women - eau de toilette, 100ml",elizabeth arden ,100,women,toilette,64.63,64.63
la perla divina,la perla divina for women eau de toilette - 50 ml,na,50,women,toilette,231.00 SAR,83.80
essence no 6,"essence no 6 by elie saab for unisex - eau de parfum, 100 ml",elie saab ,100,unisex,parfum,289.41,289.41
nuit d'issey bleu astral,"nuit d'issey bleu astral by issey miyake for men - eau de toilette, 125 ml",issey miyake ,125,men,toilette,184.99,184.99
cristiano ronaldo cr7 eau de toilette 100ml,cristiano ronaldo cr7 eau de toilette 100ml for men,na,100,men,toilette,118.98,118.98
united dreams go far,"united dreams go far for men , 100 ml",na,100,men,na,68.99,68.99
emporio,"emporio by giorgio armani for men - eau de toilette, 100ml",giorgio armani ,100,men,toilette,498.10,498.10
lacoste perfume,"lacoste perfume for women , eau de parfum , 50ml",na,50,women,parfum,150.00 SAR,148.38
sense pure home for men,"sense pure home for men by julia robenson, eau de parfum, 100ml","julia robenson, eau de parfum, 100ml",100,men,parfum,132.00 SAR,59.99
guerlain heritage,guerlain heritage for men 100ml - eau de parfum,na,100,men,parfum,232.81,232.81
the beat,"the beat by burberry for men - eau de toilette, 50ml",burberry ,50,men,toilette,111.39,111.39
korloff paris ultimate man,korloff paris ultimate man for men 100ml - eau de parfum,na,100,men,parfum,135.86,135.86
212 sexy,"212 sexy by carolina herrera for men - eau de toilette, 50ml",carolina herrera ,50,men,toilette,278.00 SAR,199.00
estee lauder pure white linen eau de parfum,"estee lauder pure white linen eau de parfum for women,100 ml",na,100,women,parfum,225.95,225.95
avon timeless eau de cologne,"avon timeless eau de cologne for women, 50ml",na,50,women,na,116.00 SAR,65.00
classique intense,"classique intense by jean paul gaultier for women - eau de parfum, 100 ml",jean paul gaultier ,100,women,parfum,388.92,388.92
arabian oud aseel,arabian oud aseel for men 100ml - eau de parfum,na,100,men,parfum,609.00 SAR,490.00
aramis tuscany,"aramis tuscany for men -eau de toilette, 100 ml-",na,100,men,toilette,133.20,133.20
johan b perfume,"johan b perfume for women , eau de parfum , 85ml",na,85,women,parfum,50.49,50.49
mancera coco vanille,mancera coco vanille for women 120ml - eau de parfum,na,120,women,parfum,244.98,244.98
first instinct,"first instinct by abercrombie & fitch for men - eau de toilette, 50ml",abercrombie & fitch ,50,men,toilette,144.48,144.48
brut parfums prestige paris 1965 perfume,"brut parfums prestige paris 1965 perfume for men - 100 ml, edt",na,100,men,parfum,35.00,35.00
franck olivier passion men intense eau de parfum 75ml,franck olivier passion men intense eau de parfum 75ml,na,75,men,parfum,77.97,77.97
la vie est belle l'eclat,"la vie est belle l'eclat by lancome for women - eau de parfum, 75ml",lancome ,75,women,parfum,365.84,365.84
lalique encre noire a l extreme,lalique encre noire a l extreme for men 100ml - eau de parfum,na,100,men,parfum,130.84,130.84
"les compositions parfumees - leather copper natural spray, 100ml","les compositions parfumees - leather copper natural spray, 100ml",na,100,na,parfum,425.48,425.48
nikos eau de toilette perfume,"nikos eau de toilette perfume for men , men",na,,men,toilette,262.50 SAR,71.00
avon far away dreams eau de parfum,"avon far away dreams eau de parfum for women, 50ml",na,50,women,parfum,116.00 SAR,65.00
dehan al oudh al malaki,"dehan al oudh al malaki by surrati for men & women - perfume oil, 6ml",surrati ,6,unisex,na,105.95,105.95
entebaa,"entebaa by rasasi for men - eau de parfum, 100ml",rasasi ,100,men,parfum,98.00,98.00
valentino donna,valentino donna for women 100ml - eau de parfum,na,100,women,parfum,353.99,353.99
bugatti infinite blue,"bugatti infinite blue for men -eau de toilette, 125 ml",na,125,men,toilette,146.49,146.49
pour elle,"pour elle by boucheron for women - eau de parfum, 100ml",boucheron ,100,women,parfum,153.98,153.98
live lux edp women 100ml spy - jennifer lopez,live lux edp women 100ml spy - jennifer lopez,na,100,women,na,85.98,85.98
aoud lemon mint,"aoud lemon mint by mancera for women - eau de parfum , 120ml",mancera ,120,women,parfum,312.00,312.00
perfume,perfume for  men malik al oud eau de parfum 100ml,na,100,men,parfum,53.99,53.99
jacomo de jacomo rouge,jacomo de jacomo rouge for men 100 ml,na,100,men,na,114.99,114.99
godolphin,godolphin by parfums de marly eau de parfum for men 125ml,parfums de marly eau de parfum ,125,men,parfum,437.72,437.72
shiseido shiseido zen,shiseido shiseido zen for women 100 ml - eau de parfum,na,100,women,parfum,342.98,342.98
narciso rodriguez,narciso rodriguez for her narciso rodrigues for women,na,,women,na,260.00,260.00
terre d’hermès,"terre d’hermès by hermès for men - eau de parfum, 200 ml",hermès ,200,men,parfum,665.72,665.72
capriccio pink,"capriccio pink by rose misk for unisex - esprit de parfum, 100ml",rose misk ,100,unisex,parfum,80.00 SAR,39.68
julia robenson wild,julia robenson wild for women 100ml - eau de parfum,na,100,women,parfum,126.00 SAR,59.99
ferrari red,"ferrari red by ferrari for men - eau de toilette, 125 ml",ferrari ,125,men,toilette,89.75,89.75
calvin klein sheer beauty,calvin klein sheer beauty for women 50ml - eau de toilette,na,50,women,toilette,94.49,94.49
blossom,"blossom by jimmy choo for women - eau de parfum, 100ml",jimmy choo ,100,women,parfum,176.48,176.48
areej,"areej for women - eau de parfum, 100ml",na,100,women,parfum,120.00 SAR,86.00
acqua di gio profumo,"acqua di gio profumo by giorgio armani for men - eau de toilette, 75ml",giorgio armani ,75,men,toilette,441.00 SAR,335.00
love times perfume,"love times perfume by julia robenson for women , 100ml, eau de parfum",julia robenson ,100,women,parfum,126.00 SAR,59.99
neroli portofino unisex perfume,"neroli portofino unisex perfume by tom ford - eau de parfum, 100ml","tom ford - eau de parfum, 100ml",100,unisex,parfum,817.00,817.00
houbigant eau de parfum perfume,"houbigant eau de parfum perfume for women , women",na,,women,parfum,263.45,263.45
he wood cologne,"he wood cologne by dsquared2 for men - eau de cologne, 150ml",dsquared2 ,150,men,na,186.98,186.98
infinite moment for him,infinite moment for him by avon,avon,,na,na,105.00 SAR,65.00
emper emper legend pour homme,emper emper legend pour homme for men 100ml - eau de toilette,na,100,men,toilette,61.90,61.90
musk salama,"musk salama by lattafa for unisex , eau de parfum, 100ml",lattafa ,100,unisex,parfum,44.88,44.88
infinite rush,"infinite rush by bentley for men - eau de toilette, 100ml",bentley ,100,men,toilette,105.53,105.53
junaid perfumes sakura,junaid perfumes sakura for women 100ml - eau de toilette,na,100,women,toilette,169.00,169.00
tiffany & co tiffany eau de parfum,tiffany & co tiffany eau de parfum for girls 75 ml - eau de parfum,na,75,na,parfum,329.97,329.97
dehn al cambodi,"dehn al cambodi by asgharali for unisex - oud , 3ml",asgharali ,3,unisex,na,210.00,210.00
rihanna riri,rihanna riri for women 100 ml - eau de parfum,na,100,women,parfum,149.98,149.98
mont blanc femme de montblanc,"mont blanc femme de montblanc for women -eau de parfum, 75 ml-",na,75,women,parfum,386.40 SAR,300.00
luna rosa,"luna rosa by prada for men - eau de parfum, 100ml",prada ,100,men,parfum,473.00 SAR,298.18
salvatore ferragamo f black,salvatore ferragamo f black for men 50 ml - eau de toilette,na,50,men,toilette,77.98,77.98
momentum,"momentum by bentley for men - eau de toilette, 100 ml",bentley ,100,men,toilette,128.98,128.98
fan di fendi,fan di fendi by fendi eau de parfum for women 75ml,fendi eau de parfum ,75,women,parfum,350.00 SAR,233.99
expressions,"expressions by reese witherspoon: love to the fullest by avon for women - eau de toilette, 50ml",reese witherspoon: love to the fullest ,50,women,toilette,116.00 SAR,55.00
coral,"coral by emper for women - eau de parfum, 95ml",emper ,95,women,parfum,50.00,50.00
perfume alissa,perfume alissa by julia robenson for women - eau de parfum 100ml,julia robenson ,100,women,parfum,126.00 SAR,53.98
john varvatos vintage,"john varvatos vintage for men -125ml, eau de toilette,",na,125,men,toilette,336.00 SAR,226.99
calvin klein ckin2u,calvin klein ckin2u for women 100ml - eau de toilette,na,100,women,toilette,89.07,89.07
givenchy very irresistible,"givenchy very irresistible for women - 75ml, eau de toilette",na,75,women,toilette,252.48,252.48
rasasi rasasi la yuqawam ambergris,rasasi rasasi la yuqawam ambergris for men 75ml - eau de parfum,na,75,men,parfum,230.00,230.00
horizon davidoff,"horizon davidoff for men ,eau de toilette ,75ml",na,75,men,toilette,220.00 SAR,103.98
"beverly hills avenue espoir w, edp","beverly hills avenue espoir w, edp for women , 100ml",na,100,women,na,315.00 SAR,184.99
roberto cavalli nero assoluto eau de parfum,"roberto cavalli nero assoluto eau de parfum for women, 75 ml",na,75,women,parfum,120.97,120.97
vanilla & leather,"vanilla & leather by s.t. dupont for women - eau de parfum, 100 ml",s.t. dupont ,100,women,parfum,149.93,149.93
avon sweet honesty eau de cologne,"avon sweet honesty eau de cologne for women, 50ml",na,50,women,na,116.00 SAR,65.00
our moment,"our moment by one direction for women - eau de parfum, 50ml",one direction ,50,women,parfum,90.87,90.87
212 vip party fever,212 vip party fever by carolina herrera eau de toilette spray for women - 80 ml,carolina herrera eau de toilette spray ,80,women,toilette,271.88,271.88
loewe quizas,"loewe quizas by loewe eau de parfum spray 3.4 oz, 100ml","loewe eau de parfum spray 3.4 oz, 100ml",100,na,parfum,190.77,190.77
fogg intense oudh,fogg intense oudh for men 100ml - eau de parfum,na,100,men,parfum,61.00,61.00
avon herve leger femme eau de parfum spray,avon herve leger femme eau de parfum spray,na,,na,parfum,116.00 SAR,75.00
bombshell,"bombshell by victoria's secret for women - eau de parfum , 50ml",victoria's secret ,50,women,parfum,262.86,262.86
ferrari noble fig,"ferrari noble fig by ferrari for men - eau de toilette, 100ml",ferrari ,100,men,toilette,79.17,79.17
other eau de parfum perfume,"other eau de parfum perfume for unisex , unisex",na,,unisex,parfum,35.51,35.51
avon instinct,avon instinct for her eau de parfum spray 50 ml,na,50,na,parfum,116.00 SAR,64.66
velvet wood,"velvet wood by dolce & gabbana for unisex - eau de parfum, 50 ml",dolce & gabbana ,50,unisex,parfum,"1,013.25 SAR",378.84
"salvatore ferragamo emozione eau de parfum, 3.1 fluid ounce","salvatore ferragamo emozione eau de parfum, 3.1 fluid ounce",na,,na,parfum,293.00 SAR,152.89
raheeq al ward,"raheeq al ward for women - eau de parfum, 100ml",na,100,women,parfum,120.00 SAR,42.99
white edition,"white edition by l'oriental for men - eau de toilette, 100ml",l'oriental ,100,men,toilette,52.79,52.79
roberto cavali florence 75ml eau de parfum,roberto cavali florence 75ml eau de parfum,na,75,na,parfum,143.98,143.98
prada luna rossa carbon,prada luna rossa carbon for men 100ml - eau de toilette,na,100,men,toilette,292.88,292.88
dior homme sport,"dior homme sport by christian dior for men - eau de toilette, 125ml",christian dior ,125,men,toilette,398.98,398.98
aventus,"aventus by creed for women - eau de parfum, 75ml",creed ,75,women,parfum,727.99,727.99
perry ellis perry ellis 18,perry ellis perry ellis 18 for men 100ml - eau de toilette,na,100,men,toilette,122.99,122.99
tresor in love,"tresor in love by lancome for women - eau de parfum, 75 ml",lancome ,75,women,parfum,202.92,202.92
mercedes benz mercedes benz man,mercedes benz mercedes benz man for men 100ml - eau de toilette,na,100,men,toilette,149.49,149.49
unisex 83 leather reserve,"unisex 83 leather reserve by banana republic - eau de parfum, 75 ml","banana republic - eau de parfum, 75 ml",75,unisex,parfum,133.98,133.98
cor gentile,"cor gentile by v canto unisex perfume - extrait de parfum, 100 ml","v canto unisex perfume - extrait de parfum, 100 ml",100,unisex,parfum,281.48,281.48
classic white,"classic white by dorall collection for men - eau de toilette, 100ml",dorall collection ,100,men,toilette,18.95,18.95
fatale intense,"fatale intense by agent provocateur for women - eau de parfum, 50ml",agent provocateur ,50,women,parfum,103.98,103.98
benetton sport,"benetton sport by benetton for women - eau de toilette, 100ml",benetton ,100,women,toilette,34.00,34.00
avon outspoken,avon outspoken,na,,na,na,116.00 SAR,95.00
chevas roses vanilla,"chevas roses vanilla for women - eau de parfum , 100ml",na,100,women,parfum,99.00 SAR,55.00
sparta flower dehn,"sparta flower dehn by arabian oud ,unisex , 3 ml , 102010002-3","arabian oud ,unisex , 3 ml , 102010002-3",3,unisex,na,105.00 SAR,102.48
lattafa  awraq alfidh  ,"lattafa  awraq alfidh   for ,women , 100 ml , eau de parfum",na,100,women,parfum,116.00 SAR,41.49
nina ricci nina,"nina ricci nina for women -eau de toilette, 80 ml",na,80,women,toilette,399.00 SAR,189.75
pour femme intense,"pour femme intense by dolce & gabbana for women eau de parfum, 50ml",dolce & gabbana ,50,women,parfum,222.67,222.67
emper legend,emper legend for men 100ml - eau de toilette,na,100,men,toilette,59.00,59.00
mon jasmin noir,"mon jasmin noir by bvlgari for women - eau de parfum, 75ml",bvlgari ,75,women,parfum,305.00 SAR,160.99
cerruti 1881 pour homme -edt- 100ml,cerruti 1881 pour homme -edt- 100ml,na,100,na,na,95.96,95.96
rasasi dirham,rasasi dirham for unisex 35ml - eau de parfum,na,35,unisex,parfum,37.75,37.75
puccini paris,"puccini paris by puccini for women - eau de parfum, 100ml",puccini ,100,women,parfum,368.00 SAR,152.67
passion,"passion by zohoor alreef for women, eau de parfum,100ml",zohoor alreef ,100,women,parfum,195.00 SAR,100.00
luna rossa,"luna rossa by prada for men -eau de toilette, 100ml",prada ,100,men,toilette,257.49,257.49
four absolute night,"four absolute night by boucheron for women - eau de parfum, 100ml",boucheron ,100,women,parfum,183.69,183.69
lauder,"lauder by estee lauder for men - eau de cologne, 100ml",estee lauder ,100,men,na,259.98,259.98
tahara musk,"tahara musk by arabian oud ,unisex , 6 ml , 101020043-2","arabian oud ,unisex , 6 ml , 101020043-2",6,unisex,na,199.50 SAR,194.99
eternity now,"eternity now by calvin klein for men - eau de toilette, 50ml",calvin klein ,50,men,toilette,88.24,88.24
s.t. dupont 58 avenue montaigne,"s.t. dupont 58 avenue montaigne for women - eau de parfum, 90ml",na,90,women,parfum,158.94,158.94
baiser vole fraiche,"baiser vole fraiche by cartier for women - eau de parfum, 50ml",cartier ,50,women,parfum,162.49,162.49
dastoor for women,"dastoor for women by lattafa, eau de parfum, 100 ml","lattafa, eau de parfum, 100 ml",100,women,parfum,116.00 SAR,40.49
versace pour homme dylan blue,versace pour homme dylan blue for men eau de toilette 100ml,na,100,men,toilette,220.00,220.00
al rehab avenue,al rehab avenue for men 100ml - eau de parfum,na,100,men,parfum,72.00,72.00
stella,"stella by stella mccartney for women - eau de toilette, 100 ml",stella mccartney ,100,women,toilette,433.00 SAR,147.98
aoud line,"aoud line by mancera for women - eau de parfum , 120ml",mancera ,120,women,parfum,259.68,259.68
jean paul gaultier,jean paul gaultier for women 100 ml,na,100,women,na,350.33,350.33
one summer,"one summer by calvin klein for unisex - eau de toilette, 100ml",calvin klein ,100,unisex,toilette,118.08,118.08
issey myiake leau dissey,"issey myiake leau dissey for men -eau de toilette, 75 ml-",na,75,men,toilette,294.00 SAR,200.00
pure touch homme,"pure touch homme by fly falcon for men - eau de parfum, 60 ml",fly falcon ,60,men,parfum,112.49,112.49
paloma picasso paloma picasso,"paloma picasso paloma picasso for women -eau de parfum, 100 ml",na,100,women,parfum,203.88,203.88
salvatore ferragamo perfume,"salvatore ferragamo perfume for men , eau de toilette , 50ml",na,50,men,toilette,98.49,98.49
ck be,"ck be by calvin klein for women - eau de toilette, 100ml",calvin klein ,100,women,toilette,89.99,89.99
splandid,"splandid by laura mars for men - eau de parfum, 100 ml",laura mars ,100,men,parfum,55.93,55.93
reves so nice oudi,reves so nice oudi for unisex 100ml - oud,na,100,unisex,na,54.75,54.75
عطر الثوب الاسود القصير -la petite robe noire- من جيرلان او دي بارفان 100 ملي,عطر الثوب الاسود القصير -la petite robe noire- من جيرلان او دي بارفان 100 ملي,na,,na,na,314.00 SAR,239.15
escada cherry in the air,escada cherry in the air for women 100ml - eau de toilette,na,100,women,toilette,410.00 SAR,201.87
nuit d'issey,nuit d'issey by issey miyake 125ml eau de toilette for men,issey miyake 125ml eau de toilette ,125,men,toilette,184.99,184.99
apparition emanuel ungaro,"apparition emanuel ungaro for women -eau de parfum, 90 ml",na,90,women,parfum,105.90,105.90
cigar eau de toilette perfume,"cigar eau de toilette perfume for men , men",na,,men,toilette,55.45,55.45
oud cambodi,oud cambodi by al fakhr perfumes unisex ، eau de parfum - 100ml,al fakhr perfumes unisex ، eau de parfum - 100ml,100,unisex,parfum,52.75,52.75
escada turquoise summer limited edition eau de toilette,escada turquoise summer limited edition eau de toilette for women 100ml,na,100,women,toilette,227.02,227.02
lacoste lacoste,lacoste lacoste for women 50ml - eau de parfum,na,50,women,parfum,103.98,103.98
bvlgari omnia amethyste eau de toilette,"bvlgari omnia amethyste eau de toilette for women, 25ml",na,25,women,toilette,127.98,127.98
burberry burberry brit sheer,burberry burberry brit sheer for women 50ml - eau de toilette,na,50,women,toilette,131.48,131.48
fogg absolute perfume spray - 120 ml,fogg absolute perfume spray - 120 ml,na,120,na,na,17.00 SAR,14.48
you are beautiful,"you are beautiful by gemina b for women - eau de parfum, 90ml",gemina b ,90,women,parfum,101.79,101.79
eternity air,"eternity air by calvin klein for men - eau de toilette, 100ml",calvin klein ,100,men,toilette,168.00,168.00
secret de rochas,"secret de rochas by rochas for women - eau de parfum, 50ml",rochas ,50,women,parfum,51.18,51.18
s.t. dupont essence pure,"s.t. dupont essence pure for men, eau de toilette 100 ml",na,100,men,toilette,79.80,79.80
jo malone velvet rose and oud,jo malone velvet rose and oud for unisex 100ml - eau de cologne,na,100,unisex,na,749.00,749.00
euphoria,"euphoria by calvin klein for women - eau de parfum, 50ml for women - eau de parfum, 50ml",calvin klein ,50,women,parfum,114.99,114.99
angel schlesser so essential,"angel schlesser so essential for women -eau de toilette, 100 ml",na,100,women,toilette,336.00 SAR,89.48
alfrid vernt emerald isle - eau de parfum - 80ml,alfrid vernt emerald isle - eau de parfum - 80ml,na,80,na,parfum,260.00 SAR,89.99
les exclusifs de chanel coromandel,"les exclusifs de chanel coromandel by chanel for women - eau de toilette, 75 ml",chanel ,75,women,toilette,"1,347.95","1,347.95"
arabian code,"arabian code by arabian oud ,for men,eau de parfum,90ml","arabian oud ,",90,men,parfum,245.98,245.98
la nuit de l'homme l'intense,"la nuit de l'homme l'intense by yves saint laurent for men - eau de parfum, 100ml",yves saint laurent ,100,men,parfum,381.00 SAR,250.00
in red blooming bouquet,"in red blooming bouquet by armand basi for women - eau de toilette, 100ml",armand basi ,100,women,toilette,66.49,66.49
oud malaki,"oud malaki by chopard for women - eau de parfum, 80ml",chopard ,80,women,parfum,198.98,198.98
washwashah gift set,washwashah gift set by lattafa - eau de parfum 100ml and deodorant spray 200ml,lattafa - eau de parfum 100ml and deodorant spray 200ml,100,na,parfum,126.00 SAR,43.98
tobacco oud,"tobacco oud by tom ford for unisex - eau de parfum, 50 ml",tom ford ,50,unisex,parfum,700.00 SAR,699.09
antonio banderas cocktail seduction blue,"antonio banderas cocktail seduction blue for women (eau de toilette, 100 ml)",na,100,women,toilette,60.48,60.48
rasasi blue,rasasi blue for men -eau de toilette-100ml,na,100,men,toilette,53.95,53.95
perfume for  women,"perfume for  women by johan.b, eau de parfum, 85ml","johan.b, eau de parfum, 85ml",85,women,parfum,72.92,72.92
awedony,"awedony by al-raheeb for unisex - eau de parfum, 100ml",al-raheeb ,100,unisex,parfum,31.49,31.49
bvlgari mon jasmin noir l'eau exquise,bvlgari mon jasmin noir l'eau exquise for women 75ml - eau de toilette,na,75,women,toilette,233.49,233.49
happy spirit,"happy spirit by chopard for women - eau de parfum, 75ml",chopard ,75,women,parfum,420.00 SAR,148.64
rumz al rasasi  9325 -pour elle,"rumz al rasasi  9325 -pour elle by rasasi , eau de parfum ,50 ml","rasasi , eau de parfum ,50 ml",50,na,parfum,79.00,79.00
green tea yuzu,"green tea yuzu by elizabeth arden for women - eau de toilette, 100ml",elizabeth arden ,100,women,toilette,63.13,63.13
rare amethyst eau de parfum spray 50 ml,rare amethyst eau de parfum spray 50 ml,na,50,na,parfum,210.00 SAR,75.00
magie noire,"magie noire by lancome for women - eau de toilette, 75ml",lancome ,75,women,toilette,409.50 SAR,383.00
l’ambre des merveilles,"l’ambre des merveilles by hermes for women - eau de parfum, 100 ml",hermes ,100,women,parfum,395.00,395.00
perfume for women,"perfume for women by naf naf , eau de toilette, 100ml","naf naf , eau de toilette, 100ml",100,women,toilette,51.45 SAR,41.99
supreme bouquet,"supreme bouquet by yves saint laurent for unisex - eau de parfum, 75 ml",yves saint laurent ,75,unisex,parfum,586.53,586.53
ak.saeed oud cambodi parfum,"ak.saeed oud cambodi parfum for men , eau de parfum - 100 ml",na,100,men,parfum,73.00,73.00
silver,"silver by havoc for women - eau de parfum, 75ml",havoc ,75,women,parfum,27.94,27.94
polo black,"polo black by ralph lauren for men -eau de toilette, 75ml",ralph lauren ,75,men,toilette,260.22,260.22
tesori d'oriente china orchid,tesori d'oriente china orchid for women 100ml - eau de splash,na,100,women,na,47.48,47.48
miroir majestes,"miroir majestes by thierry mugler for women - eau de parfum, 50 ml",thierry mugler ,50,women,parfum,193.74,193.74
versace pour femme oud oriental,"versace pour femme oud oriental by versace for women - eau de parfum , 100ml",versace ,100,women,parfum,239.00,239.00
boucheron pour femme,boucheron pour femme by boucheron 100ml eau de parfum,boucheron 100ml eau de parfum,100,na,parfum,151.37,151.37
mancera perfume,"mancera perfume for unisex , eau de parfum , 120ml",na,120,unisex,parfum,231.03,231.03
pierre katrra purrble edition,"pierre katrra purrble edition for women, eau de parfum, 100 ml",na,100,women,parfum,142.00 SAR,50.99
camicia 113,"camicia 113 by gianfranco ferre for woman - eau de parfum, 100 ml",gianfranco ferre ,100,na,parfum,140.98,140.98
cedar essence,"cedar essence by ferrari for men - eau de parfum, 100 ml",ferrari ,100,men,parfum,118.42,118.42
l'eau kenzo pour homme,"l'eau kenzo pour homme by kenzo for men - eau de toilette, 100ml",kenzo ,100,men,toilette,310.00 SAR,167.98
fan di fendi blossom,"fan di fendi blossom by fendi for women - eau de toilette, 75ml",fendi ,75,women,toilette,394.00 SAR,146.00
afshan,"afshan by rasasi for women - eau de parfum, 100 ml",rasasi ,100,women,parfum,40.99,40.99
al rehab khaliji,al rehab khaliji for men 100ml - eau de parfum,na,100,men,parfum,44.00,44.00
london icon absolute dunhill,"london icon absolute dunhill for men ,eau de parfum ,100ml",na,100,men,parfum,189.00,189.00
lanvin eclat de fleurs eau de parfum,lanvin eclat de fleurs eau de parfum for women 100ml,na,100,women,parfum,122.30,122.30
dehn oud,"dehn oud by arabian oud, unisex, 3ml, 101010005-3","arabian oud, unisex, 3ml, 101010005-3",3,unisex,na,153.98,153.98
bentley intense,"bentley intense for men - eau de parfum, 100ml",na,100,men,parfum,113.00,113.00
devin,"devin by aramis for men - eau de cologne, 100ml",aramis ,100,men,na,85.34,85.34
reves ispahan eau de parfum 100ml,reves ispahan eau de parfum 100ml,na,100,na,parfum,46.38,46.38
ch herrera,"ch herrera by carolina herrera for women - eau de parfum, 100ml",carolina herrera ,100,women,parfum,236.73,236.73
ajmal evoke,"ajmal evoke for female (eau de parfum, 75 ml)",na,75,na,parfum,133.49,133.49
stella mccartney pop,stella mccartney pop for women 100 ml - eau de parfum,na,100,women,parfum,174.00,174.00
junaid perfumes pink musk spray,junaid perfumes pink musk spray for women 100ml - eau de toilette,na,100,women,toilette,195.00,195.00
daqat qalbi,"daqat qalbi for women - eau de parfum, 100ml",na,100,women,parfum,120.00 SAR,42.99
serri lilghayeh,"serri lilghayeh for men - eau de parfum, 100 ml",na,100,men,parfum,120.00 SAR,42.99
ak.saeed oud kambodi parfum,"ak.saeed oud kambodi parfum for men , eau de parfum - 100 ml",na,100,men,parfum,58.00,58.00
sheikh al oud,sheikh al oud for men 100ml edt,na,100,men,na,88.99,88.99
burberry her perfume,"burberry her perfume for women ,100 ml",na,100,women,na,319.80,319.80
nina ricci lextase caresse de roses,"nina ricci lextase caresse de roses by nina ricci for women - eau de parfum, 80 ml",nina ricci ,80,women,parfum,194.20,194.20
wildbloom,"wildbloom by banana republic for women - eau de parfum, 100 ml",banana republic ,100,women,parfum,107.49,107.49
"afnan sandal abiyad, concentrated perfume oil","afnan sandal abiyad, concentrated perfume oil for men and women, 20ml",na,20,unisex,na,75.00,75.00
african leather,"african leather by memo for unisex - eau de parfum, 75 ml",memo ,75,unisex,parfum,854.75,854.75
